first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Nathaniel,Clyne,0,0,44,1638,23,124.9,203.6,8.0,0,246,33.6,3,0,3,0.1,45,DF
Luka,Milivojevic,0,0,23,500,7,43.6,69.2,17.0,0,80,12.7,2,0,2,0.3,42,MF
Jordan,Ayew,4,3,104,2708,41,465.5,490.8,429.0,4,332,138.7,8,0,5,0.4,52,MF
Wilfried,Zaha,7,2,95,2289,34,384.8,465.4,848.0,6,216,169.4,5,0,5,6.7,72,MF
Jeffrey,Schlupp,3,2,89,2528,38,257.6,404.6,314.0,2,324,97.9,9,0,7,0.1,47,MF
Will,Hughes,1,1,41,822,11,102.1,153.2,57.0,3,152,31.0,1,0,4,0.0,48,MF
Jairo,Riedewald,0,0,6,60,0,2.6,9.8,4.0,0,19,1.5,0,0,0,0.0,42,MF
Joachim,Andersen,1,0,80,2782,37,146.3,641.8,273.0,1,483,106.4,8,0,8,1.6,45,DF
Odsonne,Edouard,5,2,82,1788,25,227.7,351.6,544.0,5,225,111.5,5,0,3,2.0,50,FW
Marc,Guéhi,1,0,95,3330,46,142.7,688.2,205.0,2,623,103.9,9,0,8,2.5,45,DF
Jean-Philippe,Mateta,2,0,41,748,10,67.1,115.8,240.0,3,96,41.0,3,0,3,0.3,51,FW
Eberechi,Eze,10,5,159,2631,35,800.4,692.8,597.0,21,580,208.9,9,0,3,12.8,57,MF
Tyrick,Mitchell,0,2,93,2889,40,234.0,470.4,135.0,7,476,84.3,8,1,5,1.0,44,DF
Michael,Olise,2,11,132,2743,38,1014.6,606.6,462.0,15,517,208.8,8,0,2,1.8,53,MF
Jesurun,Rak-Sakyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Malcolm,Ebiowei,0,0,3,31,1,0.9,3.4,4.0,0,9,0.9,0,0,0,0.2,42,MF
Nathan,Ferguson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DF
Sam,Johnstone,0,0,36,810,10,0.0,155.0,0.0,5,159,15.6,3,0,1,1.1,44,GK
Remi,Matthews,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Luke,Plange,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,FW
Cheick,Doucouré,0,3,74,2770,41,345.8,471.4,157.0,3,411,97.6,7,1,8,0.1,50,MF
Chris,Richards,0,0,13,443,11,15.3,92.4,26.0,0,83,13.2,1,0,0,0.1,44,DF
Joseph,Whitworth,0,0,3,180,5,0.0,41.8,0.0,0,28,4.2,0,0,0,0.1,40,GK
Kaden,Rodney,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Killian,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
John-Kymani,Gordon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FW
Kofi,Balmer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DF
Owen,Goodman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Jack,Wells-Morrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
David,Ozoh,0,0,1,1,0,0.8,0.0,0.0,0,3,0.1,0,0,0,0.0,45,MF
Naouirou,Ahamada,0,0,7,87,2,13.2,7.4,14.0,0,20,3.0,0,0,1,0.0,45,MF
Tayo,Adaramola,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Neal,Maupay,1,0,41,1104,19,109.9,85.8,429.0,3,86,62.2,3,0,4,0.5,56,FW
Asmir,Begović,0,0,9,90,0,0.0,36.0,0.0,2,30,3.6,1,0,0,0.8,38,GK
Salomón,Rondón,0,0,7,103,2,26.1,7.4,41.0,0,12,7.3,0,0,0,0.3,49,FW
Seamus,Coleman,1,0,63,1654,25,108.7,297.8,95.0,5,314,50.4,5,0,1,0.3,41,DF
Andros,Townsend,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MF
Michael,Keane,1,2,39,983,22,42.6,242.6,131.0,5,180,41.7,2,0,0,0.5,42,DF
Dele,Alli,0,0,2,38,1,2.2,0.6,6.0,0,5,0.9,0,0,0,0.1,53,MF
Jordan,Pickford,0,1,124,3330,57,23.0,991.2,0.0,10,666,101.3,8,0,6,6.2,44,GK
Allan,Marques Loureiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,MF
André,Tavares Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Abdoulaye,Doucouré,5,2,76,1527,27,261.2,315.8,229.0,10,263,80.3,4,1,6,0.2,53,MF
Alex,Iwobi,2,8,126,3379,56,917.7,682.4,366.0,9,563,196.7,9,0,2,1.1,49,MF
Jean-Philippe,Gbamin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Yerry,Mina,2,0,33,594,9,17.7,176.8,134.0,7,115,33.0,1,0,2,0.4,43,DF
Demarai,Gray,4,1,91,2501,39,605.2,410.4,670.0,4,284,168.5,7,0,3,0.6,51,MF
Tom,Davies,0,0,19,524,9,46.2,50.4,98.0,0,55,19.3,1,0,3,0.0,49,MF
Dominic,Calvert-Lewin,2,1,40,1166,22,122.4,138.4,409.0,2,89,66.4,4,0,3,0.3,79,FW
Mason,Holgate,0,0,16,506,9,71.9,90.4,55.0,2,81,21.5,2,1,1,0.1,42,DF
Ben,Godfrey,0,1,18,801,18,42.3,146.8,46.0,0,101,23.6,1,0,2,0.1,43,DF
Vitalii,Mykolenko,0,1,75,2653,46,307.0,504.8,120.0,4,449,93.4,7,0,4,0.6,41,DF
Jarrad,Branthwaite,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Nathan,Patterson,0,0,31,1274,22,111.9,231.4,108.0,0,173,45.3,2,0,3,2.2,39,DF
Niels,Nkounkou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DF
James,Tarkowski,1,1,106,3420,57,184.7,1019.6,435.0,13,632,164.2,9,0,6,4.4,41,DF
Conor,Coady,1,1,77,2094,28,59.5,392.6,88.0,5,397,54.0,7,0,2,3.0,47,DF
Rúben,Nascimento Vinagre,0,0,2,24,0,1.4,7.6,0.0,0,9,0.9,0,0,0,0.0,43,DF
Dwight,McNeil,7,5,126,2490,46,726.6,699.4,462.0,14,505,189.2,5,0,5,2.0,52,MF
Stanley,Mills,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,MF
Lewis,Warrington,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MF
James,Garner,0,1,25,796,13,114.6,90.4,57.0,0,109,26.5,2,0,3,0.0,45,MF
Amadou,Onana,1,3,77,2486,37,295.1,347.2,280.0,2,300,92.0,9,0,9,0.1,47,MF
Reece,Welch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DF
Idrissa,Gueye,0,1,66,2577,45,193.7,399.2,61.0,1,357,65.3,8,0,7,0.1,47,MF
Eldin,Jakupovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Kyle,John,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DF
Thomas,Cannon,0,0,2,23,1,11.6,5.0,21.0,0,7,3.8,0,0,0,0.0,45,FW
Isaac,Price,0,0,0,32,0,15.6,9.6,0.0,0,3,2.5,0,0,1,0.0,45,MF
Ellis,Simms,1,0,17,219,4,39.3,40.8,54.0,0,59,13.0,0,0,0,0.1,45,FW
Ishé,Samuels-Smith,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Andy,Lonergan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Sean,McAllister,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Cédric,Alves Soares,0,0,10,223,3,51.4,56.4,10.0,0,56,11.9,0,0,0,0.1,42,DF
Bernd,Leno,0,0,142,3240,51,10.0,1115.8,0.0,17,766,112.7,8,0,3,3.5,46,GK
Shane,Duffy,0,0,4,17,4,0.2,0.2,7.0,0,12,0.2,0,0,0,0.1,42,DF
Tom,Cairney,2,1,53,968,13,228.2,189.2,204.0,2,217,62.4,1,0,2,0.1,47,MF
Tim,Ream,1,0,98,2898,44,65.2,604.2,76.0,12,560,74.8,8,0,2,1.2,45,DF
Anthony,Knockaert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,MF
Nathaniel,Chalobah,0,0,1,11,4,0.6,4.6,17.0,0,2,2.3,0,1,0,0.1,44,MF
Neeskens,Kebano,0,4,40,758,10,179.7,119.6,112.0,0,123,41.5,3,0,0,0.0,54,MF
Bobby,De Cordova-Reid,4,1,90,2473,40,326.6,365.2,508.0,3,289,119.7,8,0,8,0.1,54,MF
Joe,Bryan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DF
Paulo,Gazzaniga Farias,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,40,GK
Terence,Kongolo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DF
Tosin,Adarabioyo,1,0,49,2084,39,89.8,495.0,128.0,1,353,71.4,3,0,4,0.1,44,DF
Aleksandar,Mitrović,14,2,107,2010,30,216.5,584.8,1141.0,14,324,193.1,7,0,7,12.5,66,FW
Harrison,Reed,3,4,107,2868,44,495.6,480.4,266.0,9,409,124.2,9,0,5,1.0,43,MF
Harry,Wilson,2,5,68,1085,15,182.1,209.2,173.0,2,215,56.4,2,0,1,0.2,57,MF
Marek,Rodák,0,0,7,180,2,0.0,19.0,0.0,0,33,1.9,1,0,0,0.2,43,GK
Ivan,Neves Abreu Cavaleiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,MF
Kenny,Tete,1,5,90,2569,36,385.6,617.8,110.0,1,484,111.6,7,0,8,0.4,44,DF
Josh,Onomah,0,0,2,14,2,0.6,2.0,0.0,0,4,0.3,0,0,0,0.1,43,MF
Antonee,Robinson,0,2,93,3088,44,417.6,553.0,57.0,5,558,102.9,9,0,8,0.5,44,DF
Rodrigo,Muniz Carvalho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,FW
Jay,Stansfield,0,1,7,85,2,12.8,8.4,46.0,0,22,6.7,0,0,0,0.7,45,FW
João,Palhinha Gonçalves,3,0,83,3108,43,141.8,560.4,336.0,5,379,104.2,9,0,14,0.3,49,MF
Daniel,James,2,1,45,802,18,121.4,144.6,218.0,2,152,48.1,1,0,0,0.2,59,MF
Andreas,Hoelgebaum Pereira,4,10,123,2696,40,965.0,440.6,495.0,9,360,189.3,8,0,8,10.1,43,MF
Issa,Diop,1,0,79,2008,26,27.7,432.6,78.0,8,422,53.8,7,0,2,0.3,43,DF
Tyrese,Francois,0,0,1,1,0,0.3,1.0,0.0,0,3,0.1,0,0,0,0.0,44,MF
Kevin,Mbabu,0,1,7,141,7,37.7,39.8,0.0,0,39,7.8,0,0,1,0.1,43,DF
Luke,Harris,0,0,3,10,1,1.6,0.6,0.0,0,7,0.2,0,0,0,0.0,43,MF
Manor,Solomon,4,0,44,560,11,86.0,214.8,107.0,1,156,40.8,0,0,0,0.1,49,MF
Terry,Ablade,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FW
Layvin,Kurzawa,0,0,2,136,4,4.5,20.2,0.0,0,13,2.5,0,0,1,0.0,43,DF
Willian,Borges da Silva,5,7,116,2127,22,658.8,430.2,447.0,11,442,153.6,9,0,2,0.5,55,MF
Carlos Vinícius,Alves Morais,5,2,72,1098,20,118.3,244.0,370.0,10,206,72.7,1,0,3,0.5,54,FW
Stefan,Parkes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Martial,Godo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Kristian,Sekularac,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Sasa,Lukic,0,0,15,406,10,16.0,34.2,18.0,0,58,6.8,0,0,1,0.0,45,MF
George,Wickens,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Charlie,Robinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Matthew,Dibley-Dias,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Kasper,Schmeichel,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,GK
Jonny,Evans,0,0,20,1051,28,20.6,223.8,35.0,0,191,27.9,2,0,1,0.2,44,DF
Ryan,Bertrand,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39,DF
Marc,Albrighton,1,0,13,232,3,95.2,76.8,43.0,0,57,21.4,0,0,0,0.0,47,MF
Nampalys,Mendy,1,0,30,746,13,42.0,115.2,20.0,1,142,17.8,0,0,1,0.4,42,MF
Jannik,Vestergaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.9,38,DF
Danny,Ward,0,0,91,2340,46,0.0,631.4,0.0,12,485,63.0,6,0,0,18.4,38,GK
Jamie,Vardy,3,5,82,1841,38,173.5,287.0,451.0,4,206,90.6,4,0,1,2.3,91,FW
Ricardo,Barbosa Pereira,1,1,20,451,11,100.2,148.0,25.0,2,106,27.3,0,0,2,0.1,42,DF
Daniel,Amartey,0,0,51,1608,27,79.8,358.4,50.0,4,328,48.9,5,0,1,0.7,39,DF
Timothy,Castagne,2,4,114,3255,63,377.3,679.8,289.0,11,615,135.0,8,0,3,5.5,43,DF
Youri,Tielemans,3,3,86,2341,49,458.3,512.2,190.0,6,461,116.2,6,0,4,1.2,61,MF
Ayoze,Pérez,0,2,19,378,5,151.0,65.2,92.0,0,69,30.9,1,0,0,0.1,47,MF
James,Maddison,10,9,135,2479,54,970.0,785.4,769.0,9,520,252.9,4,0,10,5.5,78,MF
Kelechi,Iheanacho,5,5,82,1112,23,228.9,306.6,437.0,9,237,95.7,1,0,0,0.9,58,FW
Hamza,Choudhury,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Harvey,Barnes,13,2,138,2709,51,305.1,567.4,883.0,0,379,175.5,6,0,3,1.7,66,MF
Wilfred,Ndidi,0,0,41,1672,39,73.0,317.6,45.0,0,257,43.2,1,0,4,0.2,48,MF
Kiernan,Dewsbury-Hall,2,3,82,2305,41,527.7,446.6,233.0,5,347,121.0,7,1,3,0.5,49,MF
Çaglar,Söyüncü,1,0,16,528,13,13.3,174.6,53.0,3,93,24.1,0,0,2,0.2,42,DF
James,Justin,0,2,45,1252,25,138.8,208.4,40.0,2,263,38.7,5,0,0,0.4,41,DF
Boubakary,Soumaré,0,0,41,1624,30,148.7,236.6,5.0,0,238,39.2,6,0,9,0.3,44,MF
Luke,Thomas,0,1,28,1068,20,89.4,166.8,12.0,0,189,26.8,2,0,3,0.2,39,DF
Patson,Daka,4,4,70,1169,24,223.6,295.2,440.0,3,231,95.1,5,0,2,0.8,56,FW
Lewis,Brunt,0,0,1,22,1,1.0,2.2,0.0,0,4,0.3,0,0,0,0.3,39,DF
Daniel,Iversen,0,0,29,1080,22,0.0,255.8,0.0,2,183,25.6,1,0,0,5.1,39,GK
Dennis,Praet,1,1,34,635,10,66.9,96.4,64.0,0,115,22.7,2,0,1,0.0,48,MF
Alex,Smithies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK
Wout,Faes,1,2,78,2786,51,115.6,662.4,93.0,5,545,87.1,7,1,4,0.2,42,DF
Sammy,Braybrooke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Joe,Wormleighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Kasey,McAteer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Victor,Kristiansen,0,1,16,891,21,119.3,173.2,14.0,0,111,30.8,0,0,2,0.0,45,DF
Mateus,Cardoso Lemos Martins,1,0,27,732,15,98.7,84.0,109.0,1,90,28.8,0,0,0,0.1,49,MF
Harry,Souttar,0,1,20,991,19,38.9,242.6,65.0,0,151,34.6,1,0,2,0.1,45,DF
Wanya,Marçal-Madivadua,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Liam,Cooper,1,0,31,1425,32,65.2,309.8,145.0,1,238,51.7,2,0,5,0.1,44,DF
Luke,Ayling,2,1,59,2048,48,209.3,451.8,264.0,4,336,92.8,3,0,3,0.3,45,DF
Mateusz,Klich,0,0,12,266,5,69.3,39.6,50.0,0,43,15.2,0,0,2,0.0,46,MF
Adam,Forshaw,0,0,16,473,13,62.0,49.6,0.0,0,78,11.3,0,0,0,0.0,44,MF
Rodrigo,Moreno,13,2,127,1928,43,241.1,577.6,853.0,6,368,166.5,5,0,6,4.1,63,MF
Stuart,Dallas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,DF
Patrick,Bamford,4,5,70,1510,31,171.6,252.2,588.0,3,157,99.6,1,0,3,0.4,71,FW
Diego,Llorente,0,0,16,648,12,5.8,99.0,40.0,2,115,14.6,1,0,1,0.2,44,DF
Tyler,Roberts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MF
Robin,Koch,0,0,55,3175,74,72.9,589.2,201.0,2,447,86.3,5,0,7,0.2,45,DF
Raphael,Dias Belloli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,70,MF
Jack,Harrison,5,8,134,2707,55,791.5,556.2,466.0,15,403,181.2,6,0,2,2.1,57,MF
Jamie,Shackleton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Pascal,Struijk,2,2,66,2198,52,216.2,544.4,253.0,4,423,101.5,4,0,5,0.5,45,DF
Kristoffer,Klaesson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,38,GK
Sam,Greenwood,1,2,30,410,11,210.5,121.8,85.0,1,107,41.6,0,0,1,10.8,41,FW
Illan,Meslier,0,0,90,3060,67,0.0,738.6,17.0,8,548,75.9,5,0,3,1.7,44,GK
Junior,Firpo Adames,1,2,30,1364,33,123.4,286.0,41.0,3,187,45.0,1,1,5,0.1,45,DF
Crysencio,Summerville,4,4,74,1411,38,222.6,311.8,357.0,4,235,88.6,1,0,4,0.6,42,MF
Lewis,Bate,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Joe,Gelhardt,0,2,20,201,3,32.1,49.4,114.0,0,44,19.4,0,0,1,0.2,51,FW
Leo Fuhr,Hjelde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DF
Rasmus,Kristensen,3,1,51,1957,53,143.6,474.4,160.0,1,322,78.0,2,0,4,0.4,47,DF
Marc,Roca Junqué,1,3,67,2316,60,475.8,433.6,323.0,3,357,123.1,2,0,7,0.1,48,MF
Brenden,Aaronson,1,4,83,2365,58,662.6,306.0,439.0,0,232,141.1,5,0,2,0.6,53,MF
Darko,Gyabi,0,0,1,7,0,0.5,4.4,20.0,0,7,2.5,0,0,0,0.1,42,MF
Tyler,Adams,0,0,47,2156,36,328.9,393.6,24.0,1,290,74.9,5,1,4,0.1,49,MF
Luis,Sinisterra Lucumí,5,0,53,863,23,157.7,242.8,305.0,6,173,70.6,0,1,1,0.2,65,MF
Cody,Drameh,0,0,1,70,3,2.7,12.8,0.0,0,16,1.6,0,0,0,0.1,40,DF
Archie,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Joel,Robles,0,0,7,360,11,0.0,93.2,0.0,0,65,9.3,0,0,1,0.1,40,GK
Wilfried,Gnonto,2,4,55,1346,28,323.5,264.8,253.0,6,183,84.3,4,0,7,0.7,47,FW
Mateo Joseph,Fernández,0,0,3,24,0,0.2,3.0,19.0,0,5,2.2,0,0,0,0.0,45,FW
Sonny,Perkins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FW
Maximilian,Wöber,0,0,25,1264,23,65.8,273.4,54.0,2,195,39.5,2,0,3,0.0,44,DF
Georginio,Rutter,0,1,15,263,9,38.3,36.2,41.0,0,45,11.4,0,0,0,0.0,50,FW
Weston,McKennie,0,1,31,1434,35,201.7,198.8,81.0,0,135,48.3,1,0,7,0.0,46,MF
Jeremiah,Chilokoa-Mullen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Diogo,Pinheiro Monteiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
James,Milner,0,1,42,889,12,207.2,172.8,92.0,0,187,47.2,3,0,2,0.6,44,MF
Jordan,Henderson,0,3,69,2060,30,506.1,307.4,174.0,0,401,99.1,8,0,2,0.5,53,MF
Joel,Matip,1,0,36,1091,20,49.5,223.4,90.0,4,216,36.2,3,0,3,0.9,59,DF
Thiago,Alcántara do Nascimento,0,0,30,1252,23,265.8,244.4,86.0,0,194,59.8,2,0,2,0.6,51,MF
Alex,Oxlade-Chamberlain,1,0,20,332,7,66.3,72.4,84.0,2,57,22.3,0,0,0,0.0,49,MF
Roberto,Firmino,11,4,104,1202,17,293.2,542.0,792.0,12,447,162.8,4,0,0,3.2,80,FW
Virgil,van Dijk,3,1,127,2835,36,121.0,743.2,389.0,13,636,125.4,11,0,3,12.4,66,DF
Alisson,Ramses Becker,0,1,162,3330,43,10.1,966.4,0.0,15,824,97.6,14,0,1,16.8,55,GK
Fabio Henrique,Tavares,0,2,70,2666,34,302.0,379.2,109.0,0,394,79.0,11,0,11,0.8,52,MF
Mohamed,Salah,19,13,239,3290,45,869.9,1046.2,1620.0,23,651,353.7,13,0,2,37.2,131,MF
Andrew,Robertson,0,8,121,2579,34,862.1,549.2,211.0,10,633,162.3,9,0,3,6.0,68,DF
Trent,Alexander-Arnold,2,11,156,2922,44,1168.2,779.0,241.0,21,824,219.0,10,0,5,30.7,78,DF
Joseph,Gomez,0,0,68,1461,16,43.7,297.8,27.0,8,337,36.9,8,0,3,0.8,43,DF
Naby,Keita,0,0,10,290,4,92.6,23.8,54.0,0,34,16.9,1,0,1,0.0,47,MF
Diogo,Teixeira da Silva,7,4,80,1125,19,237.9,304.2,337.0,9,282,87.5,5,0,2,2.0,86,FW
Caoimhin,Kelleher,0,0,2,90,4,0.0,0.0,0.0,0,20,0.0,0,0,0,0.2,39,GK
Ibrahima,Konaté,0,0,49,1551,22,39.6,285.6,144.0,0,305,46.8,7,0,5,1.3,49,DF
Curtis,Jones,3,1,52,1029,15,214.4,266.2,236.0,4,206,71.6,4,0,2,0.4,49,MF
Konstantinos,Tsimikas,0,4,48,762,11,281.7,177.6,124.0,2,216,58.5,4,0,3,0.4,43,DF
Luis,Díaz,4,2,62,991,11,176.7,236.2,388.0,7,166,80.1,4,0,2,6.6,78,MF
Harvey,Elliott,1,2,62,1600,20,372.3,257.0,363.0,2,286,99.4,5,0,2,0.5,48,MF
Fábio,Freitas Gouveia Carvalho,2,1,27,339,3,36.7,89.4,173.0,0,80,29.7,0,0,0,0.3,51,MF
Darwin,Núñez Ribeiro,9,5,100,1684,22,336.9,458.2,1078.0,8,310,186.0,7,1,1,6.4,86,FW
Calvin,Ramsay,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DF
Adrián,San Miguel del Castillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,38,GK
Rhys,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Ben,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Sepp,van den Berg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DF
Nathaniel,Phillips,0,0,3,65,1,1.4,15.4,18.0,0,17,3.4,0,0,0,0.6,38,DF
Luke,Chambers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DF
Stefan,Bajcetic,1,0,22,522,4,61.7,90.2,77.0,0,85,22.8,3,0,2,0.0,43,MF
Bobby,Clark,0,0,1,7,0,0.3,0.0,2.0,0,1,0.2,0,0,0,0.0,45,MF
Harvey,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Arthur Henrique,Ramos de Oliveira Melo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,MF
Ben,Doak,0,0,2,23,1,1.4,5.6,4.0,0,4,1.2,0,0,0,0.0,45,MF
Cody,Gakpo,7,3,90,1455,19,271.1,331.8,415.0,4,256,101.3,6,0,0,5.3,76,MF
Kyle,Walker,0,0,69,1953,20,176.2,223.8,39.0,0,376,43.8,7,0,3,4.5,47,DF
Ilkay,Gündogan,8,6,132,2351,20,636.9,596.2,597.0,9,518,182.7,10,0,0,7.7,74,MF
Kevin,De Bruyne,7,18,183,2413,23,1476.7,897.8,598.0,26,742,297.6,10,0,1,25.5,121,MF
John,Stones,2,2,93,1844,17,164.1,396.0,135.0,13,422,69.6,7,0,2,8.2,56,DF
Riyad,Mahrez,5,12,126,1913,23,773.4,533.6,520.0,11,470,182.5,6,0,2,8.9,75,MF
Jack,Grealish,5,10,121,2051,16,721.3,515.8,683.0,9,490,191.7,10,0,4,7.9,71,MF
João,Cancelo,2,2,73,1273,16,266.4,277.0,276.0,10,304,81.2,6,1,3,17.8,71,DF
Ederson,Santana de Moraes,0,1,121,3150,32,13.1,479.0,0.0,8,581,49.2,11,0,3,15.0,54,GK
Nathan,Aké,1,0,92,1871,15,161.6,383.4,150.0,9,419,69.7,9,0,2,2.4,50,DF
Aymeric,Laporte,0,0,40,992,10,107.8,166.2,68.0,3,210,34.1,4,0,0,0.6,56,DF
Zack,Steffen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Bernardo,Veiga de Carvalho e Silva,4,6,106,2196,24,515.0,492.0,424.0,9,427,143.1,7,0,5,5.9,67,MF
Rúben,Gato Alves Dias,0,0,80,1997,16,83.7,416.8,124.0,1,432,62.5,9,0,3,7.4,60,DF
Phil,Foden,11,7,142,1832,16,670.8,671.2,712.0,15,517,205.4,5,0,1,9.7,80,MF
Rodrigo,Hernandez,2,6,108,2911,26,555.9,716.0,493.0,7,606,176.9,11,0,5,1.9,56,MF
Cole,Palmer,0,1,19,358,4,72.4,59.2,97.0,0,76,23.1,1,0,1,0.1,42,MF
James,McAtee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MF
Erling,Haaland,36,9,272,2767,26,371.0,1390.0,1825.0,40,1040,358.1,13,0,5,78.4,124,FW
Julián,Álvarez,9,3,103,1448,16,271.1,430.8,545.0,14,393,124.7,5,0,0,7.7,61,FW
Luke,Mbete-Tabu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DF
