Destiny Udogie,DF,Tottenham Hotspur
Micky van de Ven,DF,Tottenham Hotspur
Ashley Phillips,DF,Tottenham Hotspur
Alfie Dorrington,DF,Tottenham Hotspur
Nayef Aguerd,DF,West Ham
Vladimír Coufal,DF,West Ham
Aaron Cresswell,DF,West Ham
Emerson Palmieri dos Santos,DF,West Ham
Ben Johnson,DF,West Ham
Thilo Kehrer,DF,West Ham
Kurt Zouma,DF,West Ham
Angelo Ogbonna,DF,West Ham
Konstantinos Mavropanos,DF,West Ham
Rayan Aït-Nouri,DF,Wolves
Bendegúz Bolla,DF,Wolves
Hugo Bueno López,DF,Wolves
Craig Dawson,DF,Wolves
Ki-Jana Hoever,DF,Wolves
Jonathan Castro Otto,DF,Wolves
Max Kilman,DF,Wolves
Nélson Cabral Semedo,DF,Wolves
Toti António Gomes,DF,Wolves
Matt Doherty,DF,Wolves
Santiago Bueno,DF,Wolves
Justin Hubner,DF,Wolves
Mohamed Elneny,MF,Arsenal
Fábio Ferreira Vieira,MF,Arsenal
Kai Havertz,MF,Arsenal
Jorge Luiz Frello Filho,MF,Arsenal
Marcus Oliveira Alencar,MF,Arsenal
Gabriel Martinelli Silva,MF,Arsenal
Martin Ødegaard,MF,Arsenal
Thomas Partey,MF,Arsenal
Nicolas Pépé,MF,Arsenal
Bukayo Saka,MF,Arsenal
Emile Smith Rowe,MF,Arsenal
Leandro Trossard,MF,Arsenal
Granit Xhaka,MF,Arsenal
Declan Rice,MF,Arsenal
Reiss Nelson,MF,Arsenal
Charles Sagoe,MF,Arsenal
Bradley Ibrahim,MF,Arsenal
Leon Bailey,MF,Aston Villa
Emiliano Buendía Stati,MF,Aston Villa
Philippe Coutinho Correia,MF,Aston Villa
Leander Dendoncker,MF,Aston Villa
Douglas Luiz Soares de Paulo,MF,Aston Villa
Tim Iroegbunam,MF,Aston Villa
Boubacar Kamara,MF,Aston Villa
John McGinn,MF,Aston Villa
Jaden Philogene-Bidace,MF,Aston Villa
Jacob Ramsey,MF,Aston Villa
Morgan Sanson,MF,Aston Villa
Youri Tielemans,MF,Aston Villa
Bertrand Traoré,MF,Aston Villa
Moussa Diaby,MF,Aston Villa
Omari Kellyman,MF,Aston Villa
Nicolò Zaniolo,MF,Aston Villa
Jaidon Anthony,MF,Bournemouth
Philip Billing,MF,Bournemouth
David Brooks,MF,Bournemouth
Ryan Christie,MF,Bournemouth
Lewis Cook,MF,Bournemouth
Siriki Dembélé,MF,Bournemouth
Gavin Kilkenny,MF,Bournemouth
Justin Kluivert,MF,Bournemouth
Jamal Lowe,MF,Bournemouth
Emiliano Marcondes,MF,Bournemouth
Dango Ouattara,MF,Bournemouth
Ben Pearson,MF,Bournemouth
Joe Rothwell,MF,Bournemouth
Marcus Tavernier,MF,Bournemouth
Hamed Traorè,MF,Bournemouth
Alex Scott,MF,Bournemouth
Tyler Adams,MF,Bournemouth
Luis Sinisterra,MF,Bournemouth
Shandon Baptiste,MF,Brentford
Mads Bidstrup,MF,Brentford
Sergi Canós Tenés,MF,Brentford
Mikkel Damsgaard,MF,Brentford
Josh Dasilva,MF,Brentford
Vitaly Janelt,MF,Brentford
Mathias Jensen,MF,Brentford
Keane Lewis-Potter,MF,Brentford
Bryan Mbeumo,MF,Brentford
Christian Nørgaard,MF,Brentford
Frank Onyeka,MF,Brentford
Kevin Schade,MF,Brentford
Ryan Trevitt,MF,Brentford
Yegor Yarmoliuk,MF,Brentford
Michael Olakigbe,MF,Brentford
Ethan Brierley,MF,Brentford
Saman Ghoddos,MF,Brentford
Myles Peart-Harris,MF,Brentford
Simon Adingra,MF,Brighton
Steven Alzate,MF,Brighton
Yasin Ayari,MF,Brighton
Facundo Buonanotte,MF,Brighton
Mahmoud Dahoud,MF,Brighton
Julio Enciso,MF,Brighton
Billy Gilmour,MF,Brighton
Pascal Groß,MF,Brighton
Kacper Kozłowski,MF,Brighton
Adam Lallana,MF,Brighton
Solly March,MF,Brighton
James Milner,MF,Brighton
Kaoru Mitoma,MF,Brighton
Jakub Moder,MF,Brighton
Jeremy Sarmiento Morante,MF,Brighton
Jack Hinshelwood,MF,Brighton
Carlos Baleba,MF,Brighton
Anssumane Fati Vieira,MF,Brighton
Benicio Baker-Boaitey,MF,Brighton
Joshua Duffus,MF,Brighton
Enock Agyei,MF,Burnley
Samuel Bastien,MF,Burnley
Manuel Benson Hedilazio,MF,Burnley
Josh Brownhill,MF,Burnley
Darko Churlinov,MF,Burnley
Jack Cork,MF,Burnley
Dara Costelloe,MF,Burnley
Josh Cullen,MF,Burnley
Jóhann Berg Gudmundsson,MF,Burnley
Scott Twine,MF,Burnley
Anass Zaroury,MF,Burnley
Sander Berge,MF,Burnley
Nathan Redmond,MF,Burnley
Luca Koleosho,MF,Burnley
Jacob Bruun Larsen,MF,Burnley
Wilson Odobert,MF,Burnley
Aaron Ramsey,MF,Burnley
Han-Noah Massengo,MF,Burnley
Mike Trésor,MF,Burnley
Moisés Caicedo Corozo,MF,Chelsea
Carney Chukwuemeka,MF,Chelsea
Enzo Fernández,MF,Chelsea
Conor Gallagher,MF,Chelsea
Noni Madueke,MF,Chelsea
Mykhailo Mudryk,MF,Chelsea
Christian Pulisic,MF,Chelsea
Raheem Sterling,MF,Chelsea
Hakim Ziyech,MF,Chelsea
Cole Palmer,MF,Chelsea
Ângelo Gabriel Borges Damaceno,MF,Chelsea
Ian Maatsen,MF,Chelsea
Lesley Ugochukwu,MF,Chelsea
Roméo Lavia,MF,Chelsea
Diego Manuel Jadon da Silva Moreira,MF,Chelsea
Alex Matos,MF,Chelsea
Naouirou Ahamada,MF,Crystal Palace
Jordan Ayew,MF,Crystal Palace
Cheick Doucouré,MF,Crystal Palace
Malcolm Ebiowei,MF,Crystal Palace
Eberechi Eze,MF,Crystal Palace
Will Hughes,MF,Crystal Palace
Jefferson Lerma Solís,MF,Crystal Palace
Michael Olise,MF,Crystal Palace
Jairo Riedewald,MF,Crystal Palace
Jeffrey Schlupp,MF,Crystal Palace
Matheus França de Oliveira,MF,Crystal Palace
Jesurun Rak-Sakyi,MF,Crystal Palace
David Ozoh,MF,Crystal Palace
Jadan Raymond,MF,Crystal Palace
André Tavares Gomes,MF,Everton
Dele Alli,MF,Everton
Abdoulaye Doucouré,MF,Everton
James Garner,MF,Everton
Jean-Philippe Gbamin,MF,Everton
Demarai Gray,MF,Everton
Idrissa Gueye,MF,Everton
Dwight McNeil,MF,Everton
Amadou Onana,MF,Everton
Arnaut Danjuma Groeneveld,MF,Everton
Lewis Dobbin,MF,Everton
Tyler Onyango,MF,Everton
Jack Harrison,MF,Everton
Mackenzie Hunt,MF,Everton
Alex Iwobi,MF,Fulham
Andreas Hoelgebaum Pereira,MF,Fulham
Tom Cairney,MF,Fulham
Ivan Neves Abreu Cavaleiro,MF,Fulham
Bobby De Cordova-Reid,MF,Fulham
Tyrese Francois,MF,Fulham
Anthony Knockaert,MF,Fulham
Saša Lukić,MF,Fulham
João Palhinha Gonçalves,MF,Fulham
Harrison Reed,MF,Fulham
Harry Wilson,MF,Fulham
Willian Borges da Silva,MF,Fulham
Matthew Dibley-Dias,MF,Fulham
Adama Traoré,MF,Fulham
Luke Harris,MF,Fulham
Stefan Bajcetic,MF,Liverpool
Diogo Teixeira da Silva,MF,Liverpool
Harvey Elliott,MF,Liverpool
Fabio Henrique Tavares,MF,Liverpool
Jordan Henderson,MF,Liverpool
Curtis Jones,MF,Liverpool
Luis Díaz,MF,Liverpool
Alexis Mac Allister,MF,Liverpool
Mohamed Salah,MF,Liverpool
Dominik Szoboszlai,MF,Liverpool
Thiago Alcántara do Nascimento,MF,Liverpool
Bobby Clark,MF,Liverpool
Ben Doak,MF,Liverpool
James McConnell,MF,Liverpool
Wataru Endo,MF,Liverpool
Ryan Gravenberch,MF,Liverpool
Treymaurice Nyoni,MF,Liverpool
Albert Sambi Lokonga,MF,Luton
Marvelous Nakamba,MF,Luton
Luke Berry,MF,Luton
Allan Campbell,MF,Luton
Jordan Clark,MF,Luton
Luke Freeman,MF,Luton
Carlos Mendes Gomes,MF,Luton
Fred Onyedinma,MF,Luton
Dion Pereira,MF,Luton
Glen Rea,MF,Luton
Elliot Thorpe,MF,Luton
Louie Watson,MF,Luton
Pelly Ruddock Mpanzu,MF,Luton
Tahith Chong,MF,Luton
Ross Barkley,MF,Luton
Andros Townsend,MF,Luton
Jayden Luker,MF,Luton
Zack Nelson,MF,Luton
Bernardo Veiga de Carvalho e Silva,MF,Manchester City
Oscar Bobb,MF,Manchester City
Shea Charles,MF,Manchester City
Kevin De Bruyne,MF,Manchester City
Phil Foden,MF,Manchester City
Jack Grealish,MF,Manchester City
Mateo Kovačić,MF,Manchester City
Riyad Mahrez,MF,Manchester City
Máximo Perrone,MF,Manchester City
Kalvin Phillips,MF,Manchester City
Rodrigo Hernandez,MF,Manchester City
Matheus Luiz Nunes,MF,Manchester City
Jérémy Doku,MF,Manchester City
Mason Mount,MF,Manchester United
Amad Diallo,MF,Manchester United
Antony Matheus dos Santos,MF,Manchester United
Bruno Borges Fernandes,MF,Manchester United
Carlos Henrique Casimiro,MF,Manchester United
Christian Eriksen,MF,Manchester United
Frederico Rodrigues de Paula Santos,MF,Manchester United
Alejandro Garnacho,MF,Manchester United
Hannibal Mejbri,MF,Manchester United
Kobbie Mainoo,MF,Manchester United
Scott McTominay,MF,Manchester United
Facundo Pellistri Rebollo,MF,Manchester United
Marcus Rashford,MF,Manchester United
Jadon Sancho,MF,Manchester United
Donny van de Beek,MF,Manchester United
Omari Forson,MF,Manchester United
Daniel Gore,MF,Manchester United
Sofyan Amrabat,MF,Manchester United
Miguel Almirón Rejala,MF,Newcastle
Elliot Anderson,MF,Newcastle
Bruno Guimarães Rodriguez Moura,MF,Newcastle
Ryan Fraser,MF,Newcastle
Anthony Gordon,MF,Newcastle
Isaac Hayden,MF,Newcastle
Jeff Hendrick,MF,Newcastle
Joelinton Cássio Apolinário de Lira,MF,Newcastle
Garang Kuol,MF,Newcastle
Sean Longstaff,MF,Newcastle
Jacob Murphy,MF,Newcastle
Matt Ritchie,MF,Newcastle
Allan Saint-Maximin,MF,Newcastle
Sandro Tonali,MF,Newcastle
Joe Willock,MF,Newcastle
Harvey Barnes,MF,Newcastle
Lewis Miley,MF,Newcastle
Amadou Diallo,MF,Newcastle
Andrey Nascimento dos Santos,MF,Nottingham Forest
Callum Hudson-Odoi,MF,Nottingham Forest
Anthony Elanga,MF,Nottingham Forest
Brandon Aguilera Zamora,MF,Nottingham Forest
Harry Arter,MF,Nottingham Forest
Josh Bowler,MF,Nottingham Forest
Danilo dos Santos de Oliveira,MF,Nottingham Forest
Remo Freuler,MF,Nottingham Forest
Morgan Gibbs-White,MF,Nottingham Forest
Cheikhou Kouyaté,MF,Nottingham Forest
Orel Mangala,MF,Nottingham Forest
Alex Mighten,MF,Nottingham Forest
Lewis O'Brien,MF,Nottingham Forest
Braian Ojeda Rodríguez,MF,Nottingham Forest
Gustavo Henrique Furtado Scarpa,MF,Nottingham Forest
Jonjo Shelvey,MF,Nottingham Forest
Ryan Yates,MF,Nottingham Forest
Nicolás Domínguez,MF,Nottingham Forest
Ibrahim Sangaré,MF,Nottingham Forest
James McAtee,MF,Sheffield Utd
Ismaila Coulibaly,MF,Sheffield Utd
John Fleck,MF,Sheffield Utd
Oliver Norwood,MF,Sheffield Utd
Ben Osborn,MF,Sheffield Utd
Anis Slimane,MF,Sheffield Utd
Vini de Souza Costa,MF,Sheffield Utd
Andre Brooks,MF,Sheffield Utd
Gustavo Hamer,MF,Sheffield Utd
Tom Davies,MF,Sheffield Utd
Ryan Oné,MF,Sheffield Utd
Brennan Johnson,MF,Tottenham Hotspur
Rodrigo Bentancur,MF,Tottenham Hotspur
Yves Bissouma,MF,Tottenham Hotspur
Bryan Gil Salvatierra,MF,Tottenham Hotspur
Pierre-Emile Højbjerg,MF,Tottenham Hotspur
Dejan Kulusevski,MF,Tottenham Hotspur
Giovani Lo Celso,MF,Tottenham Hotspur
James Maddison,MF,Tottenham Hotspur
Tanguy Ndombélé Alvaro,MF,Tottenham Hotspur
Richarlison de Andrade,MF,Tottenham Hotspur
Pape Matar Sarr,MF,Tottenham Hotspur
Oliver Skipp,MF,Tottenham Hotspur
Son Heung-min,MF,Tottenham Hotspur
Manor Solomon,MF,Tottenham Hotspur
Saïd Benrahma,MF,West Ham
Jarrod Bowen,MF,West Ham
Maxwel Cornet,MF,West Ham
Conor Coventry,MF,West Ham
Flynn Downes,MF,West Ham
Pablo Fornals Malla,MF,West Ham
Lucas Tolentino Coelho de Lima,MF,West Ham
Tomáš Souček,MF,West Ham
Nikola Vlašić,MF,West Ham
Edson Álvarez Velázquez,MF,West Ham
James Ward-Prowse,MF,West Ham
Mohammed Kudus,MF,West Ham
Tommy Doyle,MF,Wolves
Francisco Jorge Tomás Oliveira,MF,Wolves
Luke Cundle,MF,Wolves
Gonçalo Manuel Ganchinho Guedes,MF,Wolves
Joe Hodge,MF,Wolves
Hwang Hee-chan,MF,Wolves
João Victor Gomes da Silva,MF,Wolves
Bruno Cavaco Jordão,MF,Wolves
Mario Lemina,MF,Wolves
Pedro Lomba Neto,MF,Wolves
Daniel Castelo Podence,MF,Wolves
Pablo Sarabia,MF,Wolves
Boubacar Traoré,MF,Wolves
Enso González,MF,Wolves
Jean-Ricner Bellegarde,MF,Wolves
Matthew Whittingham,MF,Wolves
Tawanda Chirewa,MF,Wolves
Aaron Ramsdale,GK,Arsenal
Rúnar Alex Rúnarsson,GK,Arsenal
David Raya Martin,GK,Arsenal
Karl Hein,GK,Arsenal
Emiliano Martínez Romero,GK,Aston Villa
Robin Olsen,GK,Aston Villa
Viljami Sinisalo,GK,Aston Villa
Filip Marschall,GK,Aston Villa
Oliwier Zych,GK,Aston Villa
Norberto Murara Neto,GK,Bournemouth
Darren Randolph,GK,Bournemouth
Mark Travers,GK,Bournemouth
Ionuț Radu,GK,Bournemouth
Ellery Balcombe,GK,Brentford
Matthew Cox,GK,Brentford
Mark Flekken,GK,Brentford
Thomas Strakosha,GK,Brentford
Vincent Angelini,GK,Brentford
Tom McGill,GK,Brighton
Kjell Scherpen,GK,Brighton
Jason Steele,GK,Brighton
Bart Verbruggen,GK,Brighton
Denis Franchi,GK,Burnley
Arijanet Muric,GK,Burnley
Bailey Peacock-Farrell,GK,Burnley
Lawrence Vigouroux,GK,Burnley
James Trafford,GK,Burnley
Robert Sánchez,GK,Chelsea
Kepa Arrizabalaga,GK,Chelsea
Marcus Bettinelli,GK,Chelsea
Gabriel Słonina,GK,Chelsea
Lucas Bergström,GK,Chelsea
Eddie Beach,GK,Chelsea
Djordje Petrovic,GK,Chelsea
Vicente Guaita,GK,Crystal Palace
Sam Johnstone,GK,Crystal Palace
Remi Matthews,GK,Crystal Palace
Joe Whitworth,GK,Crystal Palace
Dean Henderson,GK,Crystal Palace
Jordan Pickford,GK,Everton
João Neves Virgínia,GK,Everton
Andy Lonergan,GK,Everton
Bernd Leno,GK,Fulham
Marek Rodák,GK,Fulham
Steven Benda,GK,Fulham
Adrián San Miguel del Castillo,GK,Liverpool
Alisson Ramses Becker,GK,Liverpool
Caoimhin Kelleher,GK,Liverpool
Matt Macey,GK,Luton
James Shea,GK,Luton
Jack Walton,GK,Luton
Thomas Kaminski,GK,Luton
Tim Krul,GK,Luton
Scott Carson,GK,Manchester City
Ederson Santana de Moraes,GK,Manchester City
Stefan Ortega Moreno,GK,Manchester City
Zack Steffen,GK,Manchester City
Tom Heaton,GK,Manchester United
André Onana,GK,Manchester United
Radek Vítek,GK,Manchester United
Altay Bayindir,GK,Manchester United
